sample_id,timestamp,lat_rx_wls_deg,lon_rx_wls_deg,alt_rx_wls_m,latDeg,lngDeg,heightAboveWgs84EllipsoidM,distance_error,folder
1,1273529596442.0,37.42352799866698,-122.08751386555817,132.91664837835617,37.4239053537,-122.0903055081,33.77,250.06680289598302,2020-05-14-US-MTV-1\Pixel4
2,1273529597442.0,37.42541941210728,-122.0907394400881,301.70625895671174,37.4239014491,-122.0903036848,33.76,173.1204215713232,2020-05-14-US-MTV-1\Pixel4
3,1273529598442.0,37.4254111945073,-122.09071644563237,300.7859440473625,37.4238885161,-122.0902984995,33.76,173.28993369744842,2020-05-14-US-MTV-1\Pixel4
4,1273529599442.0,37.42292899613723,-122.0888728931756,232.9848067802617,37.4238612638,-122.09029435,33.75,162.79629505013742,2020-05-14-US-MTV-1\Pixel4
5,1273529600442.0,37.42288441191949,-122.08889210553173,237.15678352581904,37.4238240817,-122.0903126426,33.69,163.25927390774828,2020-05-14-US-MTV-1\Pixel4
6,1273529601442.0,37.42425075082524,-122.09100501510189,95.25275141943364,37.4237935888,-122.0903590921,33.66,76.40405486922847,2020-05-14-US-MTV-1\Pixel4
7,1273529602442.0,37.42084996174638,-122.09013041071364,772.6174375801538,37.4237677828,-122.0904239895,33.65,325.481063046062,2020-05-14-US-MTV-1\Pixel4
8,1273529603442.0,37.42241945770837,-122.09242305044714,582.1854358454272,37.4237389982,-122.090505817,33.67,224.0384776763155,2020-05-14-US-MTV-1\Pixel4
9,1273529604442.0,37.42033003040005,-122.09479407589892,737.7443021541118,37.4237054332,-122.0906036719,33.68,527.0748375667899,2020-05-14-US-MTV-1\Pixel4
10,1273529605442.0,37.42142969499081,-122.09521385781754,209.23090401152317,37.42366424,-122.0907140821,33.65,468.6558538996064,2020-05-14-US-MTV-1\Pixel4
11,1273529606442.0,37.42021997036203,-122.095038202916,744.6167927618967,37.423612545,-122.0908326952,33.61,529.3714580197922,2020-05-14-US-MTV-1\Pixel4
12,1273529607442.0,37.420163842340735,-122.0951165940106,736.4034083851486,37.4235485346,-122.0909563234,33.54,525.9491956882232,2020-05-14-US-MTV-1\Pixel4
13,1273529608442.0,37.42242687671428,-122.09741265549768,915.6414930950098,37.4234717798,-122.0910779406,33.43,571.3435150903534,2020-05-14-US-MTV-1\Pixel4
14,1273529609442.0,37.42475197761498,-122.09482298520696,645.7692973371131,37.4233871215,-122.0911924896,33.27,354.70361517164946,2020-05-14-US-MTV-1\Pixel4
15,1273529610442.0,37.42231307614389,-122.0928981763328,489.5083492256617,37.4232952332,-122.0912976952,33.14,178.6131992702337,2020-05-14-US-MTV-1\Pixel4
16,1273529611442.0,37.42221140245828,-122.0929922033004,489.170897769545,37.423196856,-122.0913912412,33.03,178.87127634821596,2020-05-14-US-MTV-1\Pixel4
17,1273529612442.0,37.42288970983442,-122.09410932724973,507.17187184928935,37.4230952193,-122.0914763749,33.0,233.63039481981963,2020-05-14-US-MTV-1\Pixel4
18,1273529613442.0,37.42166829652238,-122.09341953173862,583.6459681819499,37.4229970621,-122.0915612632,33.06,220.8161804363337,2020-05-14-US-MTV-1\Pixel4
19,1273529614442.0,37.423365282358674,-122.09234533939332,85.26303857520776,37.4229120803,-122.091655121,33.13,79.08615852913468,2020-05-14-US-MTV-1\Pixel4
20,1273529615442.0,37.420068782942025,-122.09444207860616,941.4382934366,37.4228415607,-122.0917615272,33.25,388.71079140303317,2020-05-14-US-MTV-1\Pixel4
21,1273529616442.0,37.421935754741966,-122.0925495606804,753.2680102234034,37.4227860672,-122.0918774906,33.43,111.63399204846601,2020-05-14-US-MTV-1\Pixel4
22,1273529617442.0,37.419256630364025,-122.09681087314566,569.2147313467285,37.4227364197,-122.0920003883,33.58,574.6181221355824,2020-05-14-US-MTV-1\Pixel4
23,1273529618442.0,37.41896266327436,-122.09840488380752,215.69406062418835,37.4226877468,-122.0921308198,33.74,691.7787518201364,2020-05-14-US-MTV-1\Pixel4
24,1273529619442.0,37.41944022620885,-122.09530526349444,1030.1095255564478,37.4226372781,-122.0922677431,33.79,445.3448335238779,2020-05-14-US-MTV-1\Pixel4
25,1273529620442.0,37.41904767818694,-122.09726320901773,574.7551622850232,37.4225855068,-122.0924125292,33.83,581.593744177146,2020-05-14-US-MTV-1\Pixel4
26,1273529621442.0,37.41929170076889,-122.0956170262363,1048.6058501074006,37.4225323129,-122.092564249,33.85,450.0268723040407,2020-05-14-US-MTV-1\Pixel4
27,1273529622442.0,37.41901073737291,-122.09751322045848,566.8961525622273,37.4224797364,-122.092717058,33.91,572.8761633379662,2020-05-14-US-MTV-1\Pixel4
28,1273529623442.0,37.41888593170586,-122.0977811073211,579.5537046391153,37.4224284094,-122.0928677655,33.97,586.0295147798289,2020-05-14-US-MTV-1\Pixel4
29,1273529624442.0,37.421312988853614,-122.09549442976876,266.51796486455976,37.4223809134,-122.093017841,33.99,248.86356857065584,2020-05-14-US-MTV-1\Pixel4
30,1273529625442.0,37.41882994447352,-122.09802939486823,576.0416415921773,37.4223390198,-122.0931694262,34.02,580.0436172943657,2020-05-14-US-MTV-1\Pixel4
31,1273529626442.0,37.41950743392615,-122.09432862126926,354.64456361045626,37.4223054062,-122.0933226383,33.9,323.55547984135245,2020-05-14-US-MTV-1\Pixel4
32,1273529627442.0,37.42121799676988,-122.09528734396528,182.67096634747963,37.4222884219,-122.0934786835,33.8,199.19357391138325,2020-05-14-US-MTV-1\Pixel4
33,1273529628442.0,37.42151294819839,-122.09365971505952,666.349959679655,37.4222948927,-122.0936338602,33.73,86.97823441588295,2020-05-14-US-MTV-1\Pixel4
34,1273529629442.0,37.4224058669668,-122.09290098616842,429.6600876348274,37.4223292083,-122.0937816632,33.7,78.23701174459836,2020-05-14-US-MTV-1\Pixel4
35,1273529630442.0,37.422109345305685,-122.09510833494184,466.9196458350305,37.4223845404,-122.0939213277,33.84,109.19816804815946,2020-05-14-US-MTV-1\Pixel4
36,1273529631442.0,37.423699753750114,-122.09569464325992,-421.2018913107273,37.4224557006,-122.0940555896,33.91,200.21441087264807,2020-05-14-US-MTV-1\Pixel4
37,1273529632442.0,37.42202415112272,-122.09715827858696,-1.6469830655127249,37.4225366631,-122.0941878515,33.93,268.4334076282978,2020-05-14-US-MTV-1\Pixel4
38,1273529633442.0,37.42387919043441,-122.09594287959746,-420.3076740386585,37.4226224934,-122.0943229171,33.9,199.97867631974134,2020-05-14-US-MTV-1\Pixel4
39,1273529634442.0,37.423975708951865,-122.09591287580858,-373.6108607662691,37.4227127443,-122.0944607102,33.87,190.17561590250168,2020-05-14-US-MTV-1\Pixel4
40,1273529635442.0,37.42296879785794,-122.0967168422589,-52.34061916772213,37.4228074641,-122.0946005714,33.85,187.74247074628627,2020-05-14-US-MTV-1\Pixel4
41,1273529636442.0,37.42213917602125,-122.0992653457223,-375.0612568603017,37.4229060683,-122.0947438694,33.82,408.28842908369256,2020-05-14-US-MTV-1\Pixel4
42,1273529637442.0,37.42325688009266,-122.09575492176924,335.5768363119329,37.423007581,-122.0948919632,33.81,81.09110049346224,2020-05-14-US-MTV-1\Pixel4
43,1273529638442.0,37.42362299840861,-122.100242700742,-226.4729081424672,37.4231120297,-122.0950446101,33.8,462.53242410870615,2020-05-14-US-MTV-1\Pixel4
44,1273529639442.0,37.42328095397456,-122.10022931056491,-123.95859138845248,37.423219011,-122.0952017755,33.8,444.02228868346793,2020-05-14-US-MTV-1\Pixel4
45,1273529640442.0,37.4237558038674,-122.09605610620449,74.37071761007097,37.4233294509,-122.0953640481,33.81,77.34613526953174,2020-05-14-US-MTV-1\Pixel4
46,1273529641442.0,37.42293164329223,-122.10082384529176,64.62025566305884,37.4234498781,-122.0955325341,33.81,470.8025262293224,2020-05-14-US-MTV-1\Pixel4
47,1273529642442.0,37.42397436231481,-122.096449536737,91.15250072375365,37.4235788202,-122.0957091785,33.8,78.79603231096277,2020-05-14-US-MTV-1\Pixel4
48,1273529643442.0,37.42495561124964,-122.10043010976683,-465.8691995500492,37.423715643,-122.095896511,33.76,423.42218786948433,2020-05-14-US-MTV-1\Pixel4
49,1273529644442.0,37.42254765196597,-122.09801601599372,567.7537351182582,37.4238605082,-122.0960941287,33.72,223.86360675890813,2020-05-14-US-MTV-1\Pixel4
50,1273529645442.0,37.42445461371163,-122.09700647368088,69.62033642683238,37.4240119846,-122.0962979087,33.62,79.60855308174645,2020-05-14-US-MTV-1\Pixel4
51,1273529646442.0,37.42435232750782,-122.09861429699028,-59.71144545662462,37.4241647355,-122.0965037577,33.53,187.53752877651218,2020-05-14-US-MTV-1\Pixel4
52,1273529647442.0,37.42338329366329,-122.09836729724512,465.71474816983664,37.4243154836,-122.0967091231,33.51,179.40309022736736,2020-05-14-US-MTV-1\Pixel4
53,1273529648442.0,37.42343161217682,-122.09934428589904,252.87908427738157,37.4244627776,-122.0969137003,33.52,243.34332820122324,2020-05-14-US-MTV-1\Pixel4
54,1273529649442.0,37.42463664617356,-122.10160267493872,24.07717498784354,37.4246072455,-122.097116974,33.51,396.12709913725644,2020-05-14-US-MTV-1\Pixel4
55,1273529650442.0,37.42479667752771,-122.10179451823736,17.7235027580382,37.4247529535,-122.0973175951,33.51,395.367565126768,2020-05-14-US-MTV-1\Pixel4
56,1273529651442.0,37.42619634138197,-122.10105162706547,-269.13937809280173,37.4249030852,-122.0975145441,33.5,343.8553422651682,2020-05-14-US-MTV-1\Pixel4
57,1273529652442.0,37.42538217827111,-122.0989868865246,-61.071240240397415,37.4250590616,-122.0977061278,33.47,118.66739265611109,2020-05-14-US-MTV-1\Pixel4
58,1273529653442.0,37.42414809992879,-122.09763933057704,-29.69233534537301,37.4252180701,-122.0978954815,33.44,121.10639026646909,2020-05-14-US-MTV-1\Pixel4
59,1273529654442.0,37.42497073031228,-122.09870562942702,-540.4651144172783,37.4253799137,-122.0980836341,33.41,71.32300478512448,2020-05-14-US-MTV-1\Pixel4
60,1273529655442.0,37.42424894795797,-122.09947789428207,-332.7275993982814,37.4255447889,-122.0982707721,33.4,179.23395402043258,2020-05-14-US-MTV-1\Pixel4
61,1273529656442.0,37.42464386327866,-122.09822604648988,-27.25501307328626,37.4257125039,-122.0984569329,33.37,120.56385983466583,2020-05-14-US-MTV-1\Pixel4
62,1273529657442.0,37.42373751626831,-122.09880788809735,-71.21360677729069,37.4258828409,-122.0986417133,33.38,239.00012391939728,2020-05-14-US-MTV-1\Pixel4
63,1273529658442.0,37.42392366435936,-122.0989936879444,-72.3367726333954,37.4260553388,-122.0988247879,33.39,237.50016305062604,2020-05-14-US-MTV-1\Pixel4
64,1273529659442.0,37.42408420679733,-122.09916809216028,-70.080789001854,37.426229503,-122.0990063347,33.4,238.97333167874467,2020-05-14-US-MTV-1\Pixel4
65,1273529660442.0,37.42426013045549,-122.09935705650186,-70.39245350591523,37.4264057468,-122.0991859997,33.39,239.05934598958524,2020-05-14-US-MTV-1\Pixel4
66,1273529661442.0,37.42540105751084,-122.09982724610228,-421.4380241575979,37.426582972,-122.0993655847,33.38,137.6004992034485,2020-05-14-US-MTV-1\Pixel4
67,1273529662442.0,37.42460967765723,-122.09970510745116,-73.83537177001166,37.4267592657,-122.0995468368,33.32,239.4315349374578,2020-05-14-US-MTV-1\Pixel4
68,1273529663442.0,37.42479666902047,-122.0999087630484,-72.7571786490352,37.4269336632,-122.0997290205,33.29,238.15240906579322,2020-05-14-US-MTV-1\Pixel4
69,1273529664442.0,37.42591526933129,-122.10039056993774,-419.4334716465313,37.4271063996,-122.0999119898,33.26,139.02631357412625,2020-05-14-US-MTV-1\Pixel4
70,1273529665442.0,37.42513559089155,-122.100266904289,-72.67454587590935,37.4272785596,-122.1000952588,33.24,238.76881440044698,2020-05-14-US-MTV-1\Pixel4
71,1273529666442.0,37.425308943531135,-122.10046089415547,-73.10701164528578,37.4274508384,-122.1002789103,33.22,238.70936675761465,2020-05-14-US-MTV-1\Pixel4
72,1273529667442.0,37.42548393346167,-122.10064314848572,-77.7191808736186,37.4276237606,-122.1004624299,33.18,238.4724625300686,2020-05-14-US-MTV-1\Pixel4
73,1273529668442.0,37.42564625280962,-122.10081820097098,-73.8605147307055,37.4277969234,-122.1006464062,33.17,239.62433107286424,2020-05-14-US-MTV-1\Pixel4
74,1273529669442.0,37.42634248322993,-122.0989390513966,349.4625610954397,37.4279703701,-122.1008296653,33.12,246.24538318943183,2020-05-14-US-MTV-1\Pixel4
75,1273529670442.0,37.42651298327888,-122.09911449365828,349.55592162812565,37.4281427429,-122.1010112443,33.05,246.76571787995601,2020-05-14-US-MTV-1\Pixel4
76,1273529671442.0,37.42623267136019,-122.10110031982592,-20.815516802694106,37.428312936,-122.1011911357,32.96,231.4538397457069,2020-05-14-US-MTV-1\Pixel4
77,1273529672442.0,37.4272612222151,-122.10201953650268,-459.8665377070585,37.4284817752,-122.1013702016,32.91,147.3340631151447,2020-05-14-US-MTV-1\Pixel4
78,1273529673442.0,37.42656592168501,-122.10146459494298,-20.079303646212352,37.4286502289,-122.1015478731,32.91,231.88102062017714,2020-05-14-US-MTV-1\Pixel4
79,1273529674442.0,37.426677524758176,-122.10191163086776,-75.88417356873713,37.4288187044,-122.1017234321,32.99,238.66758196310923,2020-05-14-US-MTV-1\Pixel4
80,1273529675442.0,37.426839524683615,-122.1020649818923,-72.90225003240201,37.4289865001,-122.1018986391,33.04,239.18420996869435,2020-05-14-US-MTV-1\Pixel4
81,1273529676442.0,37.427522043365016,-122.10020013097504,345.05724749091826,37.4291534605,-122.1020741863,33.08,245.54453816341316,2020-05-14-US-MTV-1\Pixel4
82,1273529677442.0,37.427165186347146,-122.102431388606,-74.37141821741943,37.4293202425,-122.1022491295,33.09,240.1711357167137,2020-05-14-US-MTV-1\Pixel4
83,1273529678442.0,37.4273291054372,-122.10260847219529,-72.68402497446621,37.4294870367,-122.1024241289,33.1,240.50249929855335,2020-05-14-US-MTV-1\Pixel4
84,1273529679442.0,37.42750889118214,-122.10276822048974,-75.49039986216513,37.4296537227,-122.10260014,33.13,238.95574288804283,2020-05-14-US-MTV-1\Pixel4
85,1273529680442.0,37.42768220472795,-122.1029631980023,-80.5989734055382,37.4298213999,-122.1027767802,33.17,238.43653113603878,2020-05-14-US-MTV-1\Pixel4
86,1273529681442.0,37.428359525329135,-122.10108381158282,345.8610013559992,37.4299913216,-122.1029535518,33.16,245.3178455654705,2020-05-14-US-MTV-1\Pixel4
87,1273529682442.0,37.4289392289788,-122.10429598192415,-97.07224234006505,37.4301625167,-122.1031314555,33.18,170.51657399887577,2020-05-14-US-MTV-1\Pixel4
88,1273529683442.0,37.429590652542736,-122.10183375036132,-7.585786999742344,37.4303348134,-122.1033109366,33.21,154.46782010505092,2020-05-14-US-MTV-1\Pixel4
89,1273529684442.0,37.428385765397046,-122.10367865878686,-81.78766938112584,37.4305076871,-122.1034928036,33.21,236.51696591813925,2020-05-14-US-MTV-1\Pixel4
90,1273529685442.0,37.42853962242348,-122.10385824635058,-77.29752408796233,37.4306817604,-122.1036761858,33.3,238.73674702416022,2020-05-14-US-MTV-1\Pixel4
91,1273529686442.0,37.42967708313564,-122.10435085084238,-425.2041516552313,37.430857176,-122.1038602662,33.4,138.1855494338444,2020-05-14-US-MTV-1\Pixel4
92,1273529687442.0,37.42894068141791,-122.1039775565707,-26.06885686760085,37.4310333233,-122.1040448426,33.65,232.76699838537465,2020-05-14-US-MTV-1\Pixel4
93,1273529688442.0,37.429062671899786,-122.10440513796703,-76.87665072971427,37.4312087725,-122.1042311317,33.95,239.12961635048975,2020-05-14-US-MTV-1\Pixel4
94,1273529689442.0,37.43020280105983,-122.10491076249312,-425.2123810853609,37.4313844774,-122.1044173089,34.27,138.4321888649697,2020-05-14-US-MTV-1\Pixel4
95,1273529690442.0,37.42941205120083,-122.10478138167616,-74.75758402799053,37.4315615269,-122.1046036519,34.6,239.52544793998715,2020-05-14-US-MTV-1\Pixel4
96,1273529691442.0,37.42957496335928,-122.10497359357858,-76.9179221917404,37.431741105,-122.1047915078,34.84,241.3999748408929,2020-05-14-US-MTV-1\Pixel4
97,1273529692442.0,37.4297675224933,-122.10514497464204,-77.4144100848649,37.4319228928,-122.1049814892,35.03,240.1005879630179,2020-05-14-US-MTV-1\Pixel4
98,1273529693442.0,37.42996616016647,-122.10534433960952,-79.26350382478203,37.4321069574,-122.1051735152,35.11,238.5231871041632,2020-05-14-US-MTV-1\Pixel4
99,1273529694442.0,37.43014775601546,-122.10555572293777,-78.2114735958258,37.4322925541,-122.1053688637,35.11,239.06071362084887,2020-05-14-US-MTV-1\Pixel4
100,1273529695442.0,37.43033173322114,-122.10574568762918,-79.71521250514492,37.4324788716,-122.1055661291,35.07,239.2767413697532,2020-05-14-US-MTV-1\Pixel4
101,1273529738442.0,37.439794615294296,-122.11501495368452,-435.7165977801244,37.4409620949,-122.1144683463,34.15,138.49744836806693,2020-05-14-US-MTV-1\Pixel4
102,1273529739442.0,37.43950474170904,-122.112797429187,324.9419781075018,37.4411443109,-122.1146602522,33.9,245.53182491611503,2020-05-14-US-MTV-1\Pixel4
103,1273529740442.0,37.43919944192021,-122.11503989338031,-88.315808995973,37.4413240526,-122.1148496615,33.79,236.8421698946374,2020-05-14-US-MTV-1\Pixel4
104,1273529741442.0,37.43936288462059,-122.1152399901706,-90.6955723059586,37.4415014097,-122.115036058,33.76,238.4737778130325,2020-05-14-US-MTV-1\Pixel4
105,1273529742442.0,37.4395436012858,-122.1154250970304,-90.7934684966416,37.441675882,-122.1152200009,33.78,237.7892235211123,2020-05-14-US-MTV-1\Pixel4
