sample_id,timestamp,lat_rx_wls_deg,lon_rx_wls_deg,alt_rx_wls_m,latDeg,lngDeg,heightAboveWgs84EllipsoidM,distance_error,folder
1,1273530508442.0,37.5455387748387,-122.2898353524187,224.47956465115408,37.5449193544,-122.2881345352,34.15,165.01185714044104,2020-05-14-US-MTV-1\Pixel4
2,1273530509442.0,37.545720955533405,-122.28998378174428,227.43591216238065,37.5451080826,-122.288308987,34.18,162.6230869719467,2020-05-14-US-MTV-1\Pixel4
3,1273530510442.0,37.545929540897134,-122.29018346178064,226.0051312966955,37.54529668,-122.2884821274,34.12,165.681814798938,2020-05-14-US-MTV-1\Pixel4
4,1273530511442.0,37.54420032058188,-122.2887989485262,151.67354917276572,37.5454847858,-122.2886558348,34.07,143.38225491823542,2020-05-14-US-MTV-1\Pixel4
5,1273530512442.0,37.54438942490482,-122.288958257648,150.76215331685412,37.5456725156,-122.288830179,34.19,143.119326496685,2020-05-14-US-MTV-1\Pixel4
6,1273530513442.0,37.54648949820342,-122.29069304828802,224.31014399840984,37.5458604046,-122.2890035855,34.24,164.55535161944988,2020-05-14-US-MTV-1\Pixel4
7,1273530514442.0,37.546672958582285,-122.29086249829348,223.56819118001644,37.5460475129,-122.2891769228,34.28,164.07252856265362,2020-05-14-US-MTV-1\Pixel4
8,1273530515442.0,37.54908386511861,-122.29232002406326,-30.9725514508634,37.5462332117,-122.289351222,34.4,411.06980008608286,2020-05-14-US-MTV-1\Pixel4
9,1273530516442.0,37.54762866579049,-122.28987199729184,455.2606363748857,37.5464192215,-122.2895253269,34.46,137.91321935400288,2020-05-14-US-MTV-1\Pixel4
10,1273530517442.0,37.5478199654734,-122.29003805627408,461.3088899024323,37.5466060328,-122.2896996621,34.58,138.24062766785948,2020-05-14-US-MTV-1\Pixel4
11,1273530518442.0,37.54829184150955,-122.28956725588849,567.7176717006674,37.5467938673,-122.2898747018,34.55,168.7580247292929,2020-05-14-US-MTV-1\Pixel4
12,1273530519442.0,37.548490103093336,-122.28975498013382,567.0602167999183,37.5469828009,-122.2900514384,34.55,169.6299065854053,2020-05-14-US-MTV-1\Pixel4
13,1273530520442.0,37.54585993120232,-122.29035239330328,156.5285521431247,37.5471728526,-122.290230691,34.45,146.38394828727758,2020-05-14-US-MTV-1\Pixel4
14,1273530521442.0,37.54606208651751,-122.29053978804856,150.70582016700612,37.5473647471,-122.2904107789,34.41,145.29509538930685,2020-05-14-US-MTV-1\Pixel4
15,1273530522442.0,37.54659048018095,-122.28974275157373,306.47204764539964,37.5475591025,-122.2905903951,34.44,131.09166549932414,2020-05-14-US-MTV-1\Pixel4
16,1273530523442.0,37.54646643916556,-122.29090170931164,152.02275620422205,37.5477552684,-122.2907705373,34.41,143.7770958296736,2020-05-14-US-MTV-1\Pixel4
17,1273530524442.0,37.55080138479017,-122.2939354212054,-36.87340856333298,37.547953126,-122.2909519339,34.39,411.6865778606065,2020-05-14-US-MTV-1\Pixel4
18,1273530525442.0,37.55090677400258,-122.29482093975138,-157.73277390211916,37.5481526698,-122.2911344446,34.32,446.5493286215976,2020-05-14-US-MTV-1\Pixel4
19,1273530526442.0,37.548709890030864,-122.29299889492594,-176.75097966812126,37.5483535243,-122.2913183438,34.2,153.36422681807798,2020-05-14-US-MTV-1\Pixel4
20,1273530527442.0,37.54726831050243,-122.29164001968104,149.2749527366656,37.5485555167,-122.2915038516,34.12,143.63333940666234,2020-05-14-US-MTV-1\Pixel4
21,1273530528442.0,37.549389922644906,-122.29337824453378,220.97862535940743,37.5487586253,-122.2916899671,34.07,164.5599076210303,2020-05-14-US-MTV-1\Pixel4
22,1273530529442.0,37.54959722591135,-122.29357488853368,221.10237739658345,37.5489621276,-122.2918776647,34.09,165.45317761870075,2020-05-14-US-MTV-1\Pixel4
23,1273530530442.0,37.54978269501351,-122.29374485213852,222.61522127838967,37.5491663646,-122.2920656923,34.15,163.12640622616357,2020-05-14-US-MTV-1\Pixel4
24,1273530531442.0,37.54999092023642,-122.293946297922,221.2127546736314,37.54937043,-122.2922541414,34.19,164.36011741548913,2020-05-14-US-MTV-1\Pixel4
25,1273530532442.0,37.54827184078213,-122.29258235416611,149.8474766284148,37.549574091,-122.2924427587,34.21,145.32563458952862,2020-05-14-US-MTV-1\Pixel4
26,1273530533442.0,37.54847936731577,-122.29277515982731,149.19246832970884,37.5497770838,-122.2926315173,34.21,144.85407512529622,2020-05-14-US-MTV-1\Pixel4
27,1273530534442.0,37.5486835438406,-122.2929498302921,149.57453295003114,37.5499788442,-122.2928198272,34.24,144.48609418772003,2020-05-14-US-MTV-1\Pixel4
28,1273530535442.0,37.548888344656696,-122.29314262141992,149.26674799885436,37.5501783447,-122.293005398,34.29,143.95068332495254,2020-05-14-US-MTV-1\Pixel4
29,1273530536442.0,37.54906668622164,-122.29331971709132,149.78563494559486,37.5503747802,-122.2931881227,34.41,145.91532269452856,2020-05-14-US-MTV-1\Pixel4
30,1273530537442.0,37.5492709927737,-122.2935123611299,147.83925190381746,37.5505685598,-122.293367796,34.56,144.8446418311854,2020-05-14-US-MTV-1\Pixel4
31,1273530538442.0,37.54945628512776,-122.2936850823668,148.79979420866732,37.5507610208,-122.2935454605,34.58,145.60119384202528,2020-05-14-US-MTV-1\Pixel4
32,1273530539442.0,37.54965908704514,-122.29386297417176,148.82869261921968,37.5509534608,-122.2937232578,34.45,144.45386588441542,2020-05-14-US-MTV-1\Pixel4
33,1273530540442.0,37.551502209996,-122.29559582315284,-179.32437314246528,37.5511459546,-122.2939017417,34.4,154.50830303185506,2020-05-14-US-MTV-1\Pixel4
34,1273530541442.0,37.55168875118299,-122.2957757878446,-177.69700340949257,37.5513386505,-122.2940806491,34.21,154.42408373513916,2020-05-14-US-MTV-1\Pixel4
35,1273530542442.0,37.55430408901788,-122.29793885742298,-162.5347276099054,37.5515316187,-122.2942597227,34.18,447.4711059994485,2020-05-14-US-MTV-1\Pixel4
36,1273530543442.0,37.5520742015259,-122.29612529133176,-177.70678933576053,37.5517247165,-122.2944388579,34.21,153.66349452857224,2020-05-14-US-MTV-1\Pixel4
37,1273530544442.0,37.552267339181306,-122.2962914186174,-177.3826745194529,37.5519174474,-122.294618109,34.22,152.55560590154136,2020-05-14-US-MTV-1\Pixel4
38,1273530545442.0,37.5507327152782,-122.2975876076917,218.5720074203473,37.5521094774,-122.2947963751,34.3,289.79955834904786,2020-05-14-US-MTV-1\Pixel4
39,1273530546442.0,37.5509822737339,-122.29509696356978,150.4778347163478,37.5523009719,-122.2949742304,34.28,147.03118097688727,2020-05-14-US-MTV-1\Pixel4
40,1273530547442.0,37.556855747346965,-122.29983924663196,-562.0302773863908,37.5524928693,-122.2951526935,34.24,637.2028876114241,2020-05-14-US-MTV-1\Pixel4
41,1273530548442.0,37.55330560424829,-122.29701116912494,220.245665247673,37.5526854141,-122.2953315014,34.07,163.341425637017,2020-05-14-US-MTV-1\Pixel4
42,1273530549442.0,37.551090754669225,-122.29932830991604,473.2587431377712,37.5528775605,-122.2955119547,33.94,390.71981385393786,2020-05-14-US-MTV-1\Pixel4
43,1273530550442.0,37.55507938582532,-122.29912794095476,349.61640663371566,37.5530689605,-122.2956936924,34.05,376.33119689562255,2020-05-14-US-MTV-1\Pixel4
44,1273530551442.0,37.55080546158906,-122.30050382292764,731.5556957378425,37.5532600587,-122.2958753835,34.05,490.8943780550074,2020-05-14-US-MTV-1\Pixel4
45,1273530552442.0,37.55899955111615,-122.29416221250064,1019.4827856364044,37.5534517772,-122.2960568717,33.9,639.0933057776286,2020-05-14-US-MTV-1\Pixel4
46,1273530553442.0,37.55485315358237,-122.29658931785072,445.5335470139073,37.5536431561,-122.2962403934,33.62,138.0166935327477,2020-05-14-US-MTV-1\Pixel4
47,1273530554442.0,37.554442347288784,-122.29809854413485,220.50830683033533,37.5538340285,-122.2964251069,33.83,162.28703202055323,2020-05-14-US-MTV-1\Pixel4
48,1273530555442.0,37.55464990331873,-122.29828507637524,220.71507790460657,37.5540259895,-122.2966082925,33.87,163.2840852134136,2020-05-14-US-MTV-1\Pixel4
49,1273530556442.0,37.55482998043264,-122.29846690302293,220.19643503108475,37.5542189373,-122.2967896887,34.04,162.71531732804215,2020-05-14-US-MTV-1\Pixel4
50,1273530557442.0,37.55343934729899,-122.29611719191452,298.5202537272872,37.5544115884,-122.2969711419,34.21,131.73545578912402,2020-05-14-US-MTV-1\Pixel4
51,1273530558442.0,37.55330991027094,-122.29729278301528,146.0628948091611,37.5546039752,-122.2971547226,34.15,144.4072235996445,2020-05-14-US-MTV-1\Pixel4
52,1273530559442.0,37.55349654597503,-122.2974760302057,145.1505077665325,37.5547976262,-122.2973388577,34.21,145.1779855417854,2020-05-14-US-MTV-1\Pixel4
53,1273530560442.0,37.55369496364349,-122.29766471500258,144.94619586275465,37.55499196,-122.2975240757,34.24,144.75131477929764,2020-05-14-US-MTV-1\Pixel4
54,1273530561442.0,37.5538774199586,-122.29784487137704,147.00916230087134,37.5551873437,-122.2977090287,34.34,146.14828861615436,2020-05-14-US-MTV-1\Pixel4
55,1273530562442.0,37.55658200233778,-122.29823434846143,444.5914228058494,37.5553843245,-122.2978924804,34.32,136.54281220299077,2020-05-14-US-MTV-1\Pixel4
56,1273530563442.0,37.55677215654408,-122.2984176834957,447.2815344474876,37.5555821517,-122.2980752904,34.39,135.72105195830417,2020-05-14-US-MTV-1\Pixel4
57,1273530564442.0,37.55723954622987,-122.2979002617324,562.1270840372999,37.5557801645,-122.2982582762,34.37,165.31612134122292,2020-05-14-US-MTV-1\Pixel4
58,1273530565442.0,37.55657736629966,-122.30011439733752,220.31855154807772,37.5559782812,-122.2984407734,34.37,161.87291258741766,2020-05-14-US-MTV-1\Pixel4
59,1273530566442.0,37.55652049058928,-122.30032152523344,-180.2262181951488,37.5561765332,-122.2986234656,34.36,154.4933513696945,2020-05-14-US-MTV-1\Pixel4
60,1273530567442.0,37.55671291498492,-122.30050798051064,-180.26699386813684,37.5563751245,-122.298806817,34.3,154.59003552701128,2020-05-14-US-MTV-1\Pixel4
61,1273530568442.0,37.55526336224671,-122.2991186097896,146.45223140764767,37.5565738453,-122.29899167,34.15,146.1480720965025,2020-05-14-US-MTV-1\Pixel4
62,1273530569442.0,37.55548280019652,-122.29932656159292,143.3869214438664,37.5567728883,-122.2991765947,34.17,144.05908885135446,2020-05-14-US-MTV-1\Pixel4
63,1273530570442.0,37.55566033515702,-122.29949695191256,144.085085987032,37.5569717415,-122.2993615085,34.27,146.3096929710678,2020-05-14-US-MTV-1\Pixel4
64,1273530571442.0,37.55777726636624,-122.3012252701758,217.5329083773615,37.5571703845,-122.2995457637,34.39,162.7011541646506,2020-05-14-US-MTV-1\Pixel4
65,1273530572442.0,37.5579639255088,-122.30140858083338,215.6814402495694,37.5573697743,-122.299727765,34.38,162.2241973440232,2020-05-14-US-MTV-1\Pixel4
66,1273530573442.0,37.55818110091007,-122.30159172606166,217.04452912478465,37.5575697163,-122.2999079241,34.3,163.25290179707386,2020-05-14-US-MTV-1\Pixel4
67,1273530574442.0,37.55837457884212,-122.30176045691296,217.29657468949293,37.5577695433,-122.3000873808,34.2,162.09915749824106,2020-05-14-US-MTV-1\Pixel4
68,1273530575442.0,37.5566760422584,-122.30041761491324,141.09196000000068,37.5579697504,-122.3002656437,34.01,144.47618055408077,2020-05-14-US-MTV-1\Pixel4
69,1273530576442.0,37.556843613411935,-122.30056981664583,143.58487752967642,37.5581699071,-122.3004437031,33.97,147.89552465692563,2020-05-14-US-MTV-1\Pixel4
70,1273530577442.0,37.5589590843406,-122.30228922959591,215.2701964627429,37.5583693841,-122.3006213227,34.09,160.9815737158988,2020-05-14-US-MTV-1\Pixel4
71,1273530578442.0,37.55916929431632,-122.30248293669706,216.86001722617985,37.5585678653,-122.3007990237,34.01,162.80214365940884,2020-05-14-US-MTV-1\Pixel4
72,1273530579442.0,37.56174555942197,-122.30240962184068,223.29118468254092,37.5587653751,-122.3009769385,34.01,354.62862485302355,2020-05-14-US-MTV-1\Pixel4
73,1273530580442.0,37.559575113820976,-122.30283649877308,213.75883001187205,37.5589619245,-122.3011554972,33.94,163.10977242832524,2020-05-14-US-MTV-1\Pixel4
74,1273530581442.0,37.55977023755639,-122.30303123030862,212.4816669979036,37.5591572296,-122.3013355513,33.99,164.2772447079984,2020-05-14-US-MTV-1\Pixel4
